asin,title,price,rating,sales_volume,reviews_count,description,image_link
B0F8BS66TS,| New Cold War: 1989–2019 | Board Game | Card-Driven Geopolitical Strategy Wargame | 1–4 Players | Solo & Team Modes,0,0,0,0,"['https://m.media-amazon.com/images/S/aplus-media-library-service-media/10f05755-4ba9-4582-9fdd-ddfe2497f89d.__CR0,0,1464,625_PT0_SX1464_V1___.jpg', 'https://m.media-amazon.com/images/I/51ai-JUOD7L.__AC_SR166,182___.jpg', 'https://m.media-amazon.com/images/I/51oteCKkneL.__AC_SR166,182___.jpg', 'https://m.media-amazon.com/images/I/41ZFJA1%2BDNL.__AC_SR166,182___.jpg', 'https://m.media-amazon.com/images/I/51tTf86bwzL.__AC_SR166,182___.jpg', 'https://m.media-amazon.com/images/I/51oteCKkneL.__AC_SR166,182___.jpg', 'https://m.media-amazon.com/images/I/51ai-JUOD7L.__AC_SR166,182___.jpg', 'https://m.media-amazon.com/images/I/41ZFJA1%2BDNL.__AC_SR166,182___.jpg', 'https://m.media-amazon.com/images/I/51q4R9J5mzL.__AC_SR166,182___.jpg', 'https://m.media-amazon.com/images/S/aplus-media-library-service-media/05eee99e-b970-4f91-957b-737e3b3c0033.__CR0,0,970,600_PT0_SX970_V1___.png', 'https://m.media-amazon.com/images/S/aplus-media-library-service-media/832c1595-8925-47da-838f-d930cb9e8f66.__CR0,0,970,600_PT0_SX970_V1___.png', 'https://m.media-amazon.com/images/S/aplus-media-library-service-media/2a2981e4-c473-4c6a-9789-4cbef9b359fa.__CR0,0,970,600_PT0_SX970_V1___.png', 'https://m.media-amazon.com/images/S/aplus-media-library-service-media/30810a52-a36f-4b96-bd1f-a4eb9bf90e6d.__CR0,0,970,600_PT0_SX970_V1___.png', 'https://m.media-amazon.com/images/S/aplus-media-library-service-media/5dc0c283-14c4-4ad0-8863-e411322b73e3.__CR0,0,970,600_PT0_SX970_V1___.png']",https://m.media-amazon.com/images/I/61XcrLAYD0L._AC_SL1500_.jpg
B003WZBAHM,Columbia Games Julius Caesar (Enhanced Edition),0,0,0,0,"Julius Caesar brings the drama of the Roman Civil War (49-45 BC) to life. Players take control of the legions of Caesar or Pompey and fight to determine the future of Rome: republic or empire. Marc Antony, Cleopatra, Octavian, and Brutus also play key roles. New enhanced edition with mounted map.",https://m.media-amazon.com/images/I/71r+XGt0CXL._AC_SL1273_.jpg
B0DMK2SKRB,"100PCS Miniature Bases+120PCS Adhesive, 25mm 32mm 40mm Mix Clear Round Plastic Model Bases for Gaming Miniatures Collectible War Table Game or Wargames Board Game",0,0,0,0,"Step into the intense world of WWII tactical warfare with this immersive board game focusing on the US 29th Infantry Division's campaigns from D-Day through late 1944. This detailed simulation operates at platoon and squad levels, featuring a unique initiative-based command system where players alternate giving orders across 75-meter hex maps. Each 5-minute turn presents crucial tactical decisions as you coordinate infantry, vehicles, and support assets. The game includes 14 historical scenarios spanning operations in France, Holland, and Germany, supported by comprehensive components including multiple maps, detailed unit counters, and specialized combat cards. Perfect for 1-2 players seeking deep strategic engagement, this game offers both half-map and full-map scenarios to explore various engagement sizes. The innovative impulse-based mechanics and scenario-specific victory conditions create a fluid, realistic combat experience that goes beyond traditional turn-based wargaming. Item is intended for adults, over the age of 18. This is not a child’s toy.",https://m.media-amazon.com/images/I/71fu1W-3EoL._AC_SL1500_.jpg
B0F4P3ZBJT,"GMT Games Fighting Formations: US 29th Infantry Division Board Game, Ages 18+",0,0,0,0,Fit for Gaming Miniatures or Wargames Board Game Table Top Game.,https://m.media-amazon.com/images/I/51CkzvHbcJL._AC_SL1067_.jpg
B0DXVJY141,"Retro, 6th Edition: Tactical WW2 Wargame Variant Rules",0,0,0,0,"Fleet Commander Nimitz - Admiral Yamamoto Expansion This expansions adds Japanese Fleet Cards and counters to your Fleet Commander Nimitz game. These cards for the Japanese Ship counters into organized fleets centered around Aircraft Carriers, Battleships or Cruisers. This expansion features the ""Yamamoto"" AI cards, giving Japan an enhanced AI to give its forces a whole new level of decision-making. Please note that this is expansion material - Dan Verssen Games: Fleet Commander Nimitz - Base Game is required for play. Product Part Number: DV1-022C",https://m.media-amazon.com/images/I/515ai5BobYL._SL1499_.jpg
B08LZR279S,Solitaire Wargame Fleet Commander: Nimitz - Yamamoto Expansion,0,0,0,0,"FALLOUT: FACTIONS - BATTLE FOR NUKA-WORLD STARTER SET - “Hey there New Meat, you ready to start carvin’ out yer own slice of this here Wasteland? OF course you are, look at that bloodthirsty little mug. Well, you’ve come to the right place, here in Nuka-World we’ve got all the carnage a Raider-to-be could ever need. Two Gangs, the Pack and The Operators are both chopping at the bit to take a big bite out of the other, just to prove who’s the biggest threat! I ain’t picking a side, but you better, so get in there, grab a gun, and let's see what happens! One way or the other, it’s gunna be a good show!” Welcome to Fallout: Factions, the brand new Fallout Miniatures Skirmish game from Modiphius and acclaimed game designer James Hewitt! In Fallout: Factions, you lead your own gang of Raiders through the ruins of Nuka-World, cutting the competition out of your territory and watching your Scavvers, Psychos and more grow and change with every scrap. Containing everything you need to play the game.",https://m.media-amazon.com/images/I/513Z8W8cZYL._AC_SL1500_.jpg
B09MKZCQZ6,Captain's Sea: The American Frigates 1799-1815 Board Game,0,0,0,0,"Captain's Sea: The American Frigates 1799 - 1815 Captain's Sea is a low-to-moderate complexity game for two players who take the roles as captains of the original American frigates (Chesapeake, Congress, Constellation, Constitution, President, and United States) or their opponents from the British or French navies during the turn of the 19th Century. All of the classic duels fought by these ships are represented in detail. Unlike other age of sail games that focus on fleet actions, Captain’s Sea puts you on the deck of a single ship with the responsibility of leading her to victory. You must maneuver against the wind and your opponent to achieve optimum firepower, as well as manage your crew as they scramble to man the guns, work the rigging, and repair battle damage, all while being hammered by the burning shot and flying splinters caused by your enemy. Can you keep your crew in good order or will you be the first to strike the colors?Included with the game are ten scenarios, including such classic engagements as the Constellation vs. L’Insurgete (9 February 1799), Constitution vs. Guerrier (19 August 1812), and Chesapeake vs. Shannon (1 June 1813). Even those ships that did not fight a major engagement get the opportunity to play out a historical opportunity missed. Additionally, players will find it easy to create hypothetical pairings to see what might happen.",https://m.media-amazon.com/images/I/81-3N0135YL._AC_SL1453_.jpg
B0CVSDX2KH,"Modiphius Entertainment: Fallout: Factions - Battle for Nuka-World Starter Set - Tabletop Miniatures Skirmish Game, Licensed War Game, 20 Miniatures",0,0,0,0,"Retro, 6th Edition is a tactical World War II Infantry Combat Variant Rule book, published by Minden Games (2025). The book appears in full-color for the first time, and its 74-pages contain all standard and optional rules for the variant, including fifteen scenarios, game markers, and Design your Own scenario guidelines. This new edition contains several new optional rules, and four new scenarios. You must own the components to a host WW2 tactical wargame (maps and counters) from a ""host"" game, such as regular or advanced squad leader or similar tactical wargame system, to use the variant.
If you own a previous edition of Retro, you will no doubt appreciate what this 6th edtion (the first new edition since 2016) offers. If you are new, and enjoy tactical-level World War II board wargames and appreciate high playability instead of complexity and wrestling with rules as thick as a phone book, then you're also a prime candidate to enjoy Retro. This highly regarded variant allows you to finally take all those modules off your shelf to play and enjoy, without a ton of rules overhead. Designer: Gary Graber. Publisher: Minden Games.",https://m.media-amazon.com/images/I/81To+gJRX4L._AC_SL1500_.jpg
B0F3F6KD32,GMT Games in The Shadows,0,0,0,0,"Fighting Formations is intended to be an ongoing series of wargames covering WWII tactical combined-arms combat at the platoon and squad levels. Each game in the series will feature a distinct combat unit, highlighting battles in which that unit participated as well as its particular order of battle and fighting characteristics. In this second volume of Fighting Formations, we feature the US 29th Infantry Division—“Blue and Gray”—as it fought from just after D-Day in June of 1944 to the end of the year. COMPONENTS Three Backprinted 22"" x 34"" Maps Four Backprinted 17” x 22” Maps Six Die-cut Countersheets Two 8.5"" x 11"" Player Aid Cards 55 Playing Cards One Track Display, 2-sided One 28-page Series Rulebook One 28-page Playbook One 28-page Scenarios Booklet One 24-page Examples of Play Booklet 10 Dice 10 Wooden Cubes One Wooden Pawn",https://m.media-amazon.com/images/I/81mrvjZtWkL._AC_SL1500_.jpg
B07THLWG3G,"Apostrophe Games Blank Game Board & Box (20"" x 20"" Board) Create Your Own Board Game, DIY Board Game, Family Board Games",17.99,4.7,200+ bought in past month,488,"Unleash Your Inner Game Designer: Empower Your Imagination and Create Your Own Board Games with Apostrophe Games
We are a team of passionate game designers. Our goal is to foster a sense of community around the love of games, and to encourage everyone to unleash their inner game designer.
Years ago, we created many of our own games. In the process, we discovered a passionate community of game creators. With limited options available, we developed our own ""Build Your Own"" board game products to support this amazing community.
We take pride in crafting products that meet our own high standards as game designers. That's why we only use the best components in our products.
Creating games is our passion and we love sharing that with others. We love to see the awesome creations you make with our products!
Our ""Create Your Own"" Opoly game kit has everything you need to create your own Opoly style board game.",https://m.media-amazon.com/images/I/61M2rqBiaeL._AC_SL1500_.jpg
B09P863JDK,Original Marble Game Wahoo Board Game Double Sided Painted Wooden Fast Track Board Game for 6 and 4 Players 6 Colors 24 Marbles 6 Dice for Family Friends,39.99,4.7,100+ bought in past month,614,"Each squad & vehicle uses order dice to perform actions. These LITKO dials combine pin tracking with a dice dock. Place the dice in the dock after choosing your unit's order.
These Pin Dials are compatible with Bolt Action Second Edition miniatures game. The Dice Dock is designed to fit an official Warlord Games command die.
Dials are UV printed on durable acrylic. The top layer features an emblem of your chosen faction, and the bottom layer features a 0-9 count on black acrylic. Dials are precision laser cut for perfectly aligned text and symbols.
Required assembly. See the instructional image for details",https://m.media-amazon.com/images/I/61-SMYVgzdL._AC_SL1500_.jpg
1472859979,"Pacific Command: Wargaming WWII Aircraft Carrier Battles (Osprey Wargames, 34)",0,0,0,0,"Transform your tabletop into a frontier trading post where commerce meets chaos. Use modular pieces to build towering scaffold structures, makeshift taverns, or fortified trading hubs, all nestled amid the bones of an ancient catacomb. The double-sided card terrain comes pre-printed in full color, ready for action without the need for painting. Compatible with Battle Systems’ other sets, this versatile kit allows you to mix and match pieces to create a fresh new scene every time you play.",https://m.media-amazon.com/images/I/81iGG9-MxKL._SL1500_.jpg
B0B4S42P2Y,"Wahoo Board Game Wooden Original Board Game Classic 2 Side Painted Fast Track Game for 4 Player and 6 Player with 30 Marbles,6 Dices for Family Game Night(Small,Log)",33.99,4.5,50+ bought in past month,394,,https://m.media-amazon.com/images/I/71Xba5g-OVL._AC_SL1500_.jpg
B0BDJ39B9Q,LITKO World War Two Miniature Wargames Army Pin Dial Counter | Compatible with Bolt Action | Dice Dock (Germany),0,0,0,0,"NOW COMES WITH COUNTER SHEET
Battles of Medieval Britain covers battles fought between the year 937 and 1403. By modern standards, the forces on each side were small in size, but battles were fierce and bloody and were no place for the faint-hearted. In many cases the exact details of the battle have never been fully established, including what weapons were used, the scale of the armies on each side, and even exactly where the battles took place. The battles in this book are only meant to be loose representations of the actual battles they depict, and in some cases deliberate changes or additions have been made to add to the play experience. But they will provide some idea of what happened at each Battle, and allow the Player to try to reproduce, or recreate, history.
In the game, the Player will be commanding various units, often representing many hundreds of men each, seeking to achieve various Objectives. Key battles from different years are included, although all fall into what is generally referred to as the medieval period. The Player will control various different armies and units depending on the battle.
The aim of this book is to present a clear, accessible, and quick to learn game, so that players can get into the action quickly. It does not try to replace more complex wargames which often take many hours to learn and to play. It also does not pretend to be entirely realistic, and many concepts have been simplified for gameplay purposes – it is not a simulation. Each Battle can be played in around 20 to 30 minutes, and each one should provide plenty of replayability due to the random set up of the initial forces and composition and location of reinforcements.
This book is a solitaire wargame. You play the game, and the book will provide the “enemy”. You will need at least 4, but preferably 6, standard six-sided dice.
Complexity: 2/5
Players: 1
Time: 20 to 30 minutes per game",https://m.media-amazon.com/images/I/51pTYGlgaTL._AC_SL1200_.jpg
B09TZ7DVSX,Battles of Medieval Britain: A Solitaire Wargame (Mike Lambo Solitaire Book Games),0,0,0,0,"Aseb is the Egyptian version of The Game of 20 Squares, dating back as far as 3,000 BCE. Versions of the game have been found in Egypt, Sudan, Crete, Cyprus, and even in India. Similar to the Royal Game of Ur, Aseb probably arrived in Egypt from ancient Sumer during the 17th Dynasty. Aseb is a race game, but also a running-fight game in which players gradually eliminate their opponent’s pieces as they conduct the race. Using stick dice and moving on a race track with a few “safe” spaces, the game is somewhat random, but some tactical decisions add to the fun. A player wins by either getting all their pieces off the board or eliminating the opponent from the board. Made in USA for 2 players age 12+. Average game play is 30 minutes.",https://m.media-amazon.com/images/I/61L8cgO2J6L._SL1293_.jpg
B0C9W1V7JR,"Aseb Game of Egypt, Ancient Egypt Wargame, 2 Player, Age 12+",0,0,0,0,"
",https://m.media-amazon.com/images/I/61OL3gJjv2L._AC_SL1000_.jpg
B0DT9F8XP9,"Magnetic Chess Game with 40 Magnetic Stones, Magnet Board Game, Family Party Strategy Ball Games, Magnetism War Games 2-4 Player",0,0,0,0,"The Napoleonic Wars
consisted of a range of conflicts, from 1804 to 1815, fought between the First French Empire under Napoleon and a changing mix of European coalitions. This game focuses on a part of the Napoleonic Wars called the Peninsular War, which took place in the Iberian Peninsula, mostly between the Spanish, Portuguese and British armies on the one hand and the First French Empire army on the other. Battles of Napoleonic Europe presents some of the key battles from the period. The battles in this book are representations of the actual battles they depict, but in some cases deliberate changes have been made to add to the play experience. They will, however, provide some idea of what happened at each Battle, and allow the Player to recreate, or even rewrite, that history.
In the game, the Player will be commanding various units, often representing many hundreds or thousands of men each, seeking to achieve a wide variety of Objectives. Key battles from the years 1808 to 1811 are included.
The aim of this book is to present a clear, accessible, and quick to learn game, so that players can get into the action quickly. It does not try to replace more complex wargames which often take many hours to learn and to play. It also does not pretend to be entirely realistic, and many concepts have been simplified or abstracted for gameplay purposes. Each of the 20 Battle scenarios can be played in around 30 to 50 minutes, and each should provide plenty of replayability due to the random set up of the initial forces and depending on how the Battle plays out.
Full colour Rules, Battle Maps and Counter Sheet are included.
Players: 1
Time: 30 to 50 minutes per battle
Complexity: 2-3 / 5",https://m.media-amazon.com/images/I/71XtVBJ22AL._AC_SL1500_.jpg
B09V6FZBGK,"Leg: Hill of Doves, The Anglo-Boer War, 1880-81, 2nd Edition Boardgame",0,0,0,0,"Prepare to face the infamous German Luftwaffe Messerschmitt 109s and relentless German Flak as you head towards your target in B-17 Solitaire
. Command an American B-17 Flying Fortress bomber during the 1942-44 bombing campaigns of World War II.
Your B-17 missions will take you to various locations in Europe during the war, from the skies of France to the heart of Germany. Your plane and crew will face bad weather, chance circumstances, Axis air defenses, and fighter planes determined to stop your bombing missions. The Axis forces are an autonomous artificial intelligence (AI) BOT player. The goal is to earn victory points from successful bombing runs and downed enemy fighters, all while keeping your crew safe.
The Axis forces have stacked the deck against you. Still, success and survival can be achieved with careful planning, good flying, and keeping the target in sight. Good luck!
To play the B-17 Solitaire Bookgame, you will need to provide a pen and at least one six sided die, we recommend two. Each set of Map and Plane pages have 3 different missions, with 30 unique missions in total. There are two chances to play each mission, in Book 1 and Book 2 which provides a total of 60 missions. A dice rolling smart phone application can be used in place of the dice.
A quick example of the exciting gameplay:
Mission 1: Rail Yards at Rouen, France
Your first bombing mission in Europe should be an easy milk run. Let’s show them what we got.
Starting in the south of England with a clear weather report, you take off and rendezvous with your squadron. Moving south, you are in the lead formation. You tick off squares on the map, noting your remaining fuel each turn. As you enter enemy air space in turn 2, you encounter fighter resistance. Rolling one die, you roll a 4, easily avoiding any fighter engagement.
As you continue to fly, they come at you again. Rolling a 2 brings the fighters to your doorstep. As you roll again, a 5, Fighters High. The top turret springs into action. Shells rain down into the cockpit as you roll for your gunner action. Another 5. Engine 3, just outside your co-pilot’s window, starts to spew oil, and then the top gunner screams out, “I’m Hit!”
Next, moving further south, noting your fuel consumption again, flak appears on the horizon. When flak is encountered, you roll a 2! Heavy flak begins to burst all around you. You roll a die again to see where it hits and get a 6. Both engines 1 and 2 are aflame, and one damage is marked on each engine.
As the flak subsides, the infamous German Luftwaffe Messerschmitt 109s are spotted. “Fighters incoming,” your top gunner yells across the radio. Rolling a die, you roll a 2... they have found your fort. Rolling again to plot their direction, you get a 4. “Fighters, 9 o’clock!” your waist gunner calls as he squeezes off a few fiery bursts from his 50-caliber machine gun.
Rolling a die again, it’s a 1! A stream of smoke and fire fills the sky as the 109 is no more. There is no time to celebrate, though; you still need to make it across the coast and into France to give one of Hitler’s railyards its final stop.
Turning east into the next square, both flak and fighters are avoided by rolling a 5 and 6. With your eyes locked on the target, you advance into the next square. As you fly into the target square, flak fills the sky. Rolling a 2, the flak jars your plane and with a damage roll of 3, the rudder is hit. Fighters appear, but with a roll of 6, they miss you.
As you prepare your bombing run, you plan to come in at a low altitude. Passing the controls to the Bombardier, he carefully lines up the target in the bombsight and waits for the perfect shot.” Bombs away,” he shouts as he turns off the auto-pilot, and you take back the controls. Rolling a 5, modified to a 4 for the low altitude, gains you a hit and scores you 4 VP. He did great.
Now, let's get home.",https://m.media-amazon.com/images/I/617v-L9UL1L._AC_.jpg
B0CZH78MVT,B-17 Solitaire (Original Bookgames),0,0,0,0,"['https://m.media-amazon.com/images/S/aplus-media-library-service-media/ac501e16-a2b0-4639-a47a-450692fd6981.__CR0,0,1464,600_PT0_SX1464_V1___.jpg', 'https://m.media-amazon.com/images/S/aplus-media-library-service-media/12f55b5d-3835-46f3-8518-78a89fc9f056.__CR0,0,1464,600_PT0_SX1464_V1___.jpg', 'https://m.media-amazon.com/images/S/aplus-media-library-service-media/88e8c3d2-9aac-4012-9694-2ce5253f7bd9.__CR0,0,1464,600_PT0_SX1464_V1___.jpg', 'https://m.media-amazon.com/images/S/aplus-media-library-service-media/27ce96c6-996b-46d6-b65b-d7abd87faead.__CR0,0,1464,600_PT0_SX1464_V1___.jpg']",https://m.media-amazon.com/images/I/61sEC2ViqUL._SL1293_.jpg
B0C7J78XLQ,Battles of Napoleonic Europe: A Solitaire Wargame (Mike Lambo Solitaire Book Games),0,0,0,0,"Pilot the Monitor against the Virginia
,
or run the guns of Vicksburg!
The clash of the ironclad gunships CSS Virginia and USS Monitor at the Battle of Hampton Roads on March 9, 1862 heralded a new age of naval warfare. The steam-powered engines introduced earlier in the century had already revolutionized the mobility of nineteenth-century ships, freeing vessels of their reliance on the caprice of winds, or the dictates of river flows. The innovations begun by the industrial revolution yielded powerful new warships, armed with strong new guns, and plated with thick armor. A new ironclad navy threatened to revolutionize the practice of naval warfare, rendering the old wooden fleet obsolete.
This solitaire game explores the use of ironclads during the American Civil War through a series of scripted scenarios that teach the system gradually. Scenarios take 15 to 30 minutes to play. Each consists of a historical introduction, a playsheet (left), and a mapsheet (right). All you need is a pencil, a few six-sided dice, and some generic game tokens.",https://m.media-amazon.com/images/I/61u9bNqax7L._SL1293_.jpg
B0B3RFRN71,Ironclads of the American Civil War: A solitaire wargame,0,0,0,0,"Hill of Doves: The First Anglo-Boer War 2021 Item is intended for adults, over the age of 18. This is not a child’s toy. Hill of Doves is a solitaire boardgame in which the player controls An Imperial British Army at war with a programmed non-player Transvaal Republican Army in 1881. The British army’s aim is to win the war by controlling the area known as Laing’s Nek which lies on the border between Natal and the Transvaal. The British army has up to twelve weeks to achieve this, failing which, the Boers will win the war. Hill of Doves is played at a strategic, operational and tactical level simultaneously. There are three phases to the game which are detailed on the Sequence of Play Cards. The Operational Phase is the heart of the game and represents a seven-day cycle, with a Strategic Phase being referred to at the end of each Operational Phase to resolve situations occurring during the week just passed and a Tactical Phase representing a variable number of hours being referred to each time the British carry out an assault. Hill of Doves is played using a programmed system whereby the player follows the instructions on the Sequence of Play cards aided by the step marker and the Set-up Card. If any battles are to be fought the player will be referred to the Tactical Deck or the Ambush Deck to resolve the battle and then the player will be prompted to return to the Operational Deck to continue the war. Hill of Doves is played on three boards simultaneously. These are the Strategic Board, Operational Board and Tactical Board. Game information is recorded on these boards and British strategic, operational and tactical columns are maneuvered on the maps located on these boards. Once the rules have been mastered, Hill of Doves can be played solely by referring to the Sequence of Play Cards mentioned above and a game can be concluded in a single evening.",https://m.media-amazon.com/images/I/61VybJN7TiL._SL1294_.jpg
B09Y9WMDR7,The Race to Bastogne: A Solitaire Wargame (Mike Lambo Solitaire Book Games),0,0,0,0,"Battles rage across Skyrim, heroes delve into long forgotten tombs, enemies arise to threaten the holds. Three ways to adventure in one box!",https://m.media-amazon.com/images/I/61aYMOPq8EL._SL1293_.jpg
B0CR8YCN1G,The Fields of Normandy XL: A Solitaire Wargame (Mike Lambo Solitaire Book Games),0,0,0,0,"Due to a range of factors, many troops from the 82nd and 101st Airborne Divisions were scattered and struggled to come under the control of division headquarters. Many of these troops formed into small groups, organised by officers and NCOs and fought behind enemy lines for up to five days. Although mainly fighting for their own lives, these groups also helped to clear significant parts of the more organised German resistance. The Fields of Normandy XL requires you to control small groups of soldiers to clear the areas presented of that German resistance.
This game is accessible, fairly quick playing, highly replayable and fun, whilst maintaining the need for tactical thinking and decision making.
If you have played The Fields of Normandy 2
, then you will already be familiar with many of the rules for The Fields of Normandy XL
. However, there are some material differences to look out for:
Maps consist of almost twice as many hexes – 48 hexes compared to 28.
There are now 15 potential enemy positions for each mission compared to 12 and these are, to some extent, positioned randomly each time rather than being fixed.
Missions run to a maximum of 14 turns compared to 10.
Maps include a new Terrain feature – Walls (instead of fences, which had no gameplay effect). Walls do have gameplay effects.
Your US force now includes two new Units – a Lieutenant Unit and a Sniper Unit which both have their own Order charts.
The Lieutenant now calls in Artillery strikes and therefore US Rifle Squads no longer do.
US Rifle Squads can now clear Mines (or more thematically perhaps, establish a clear route through them).
There is now a stacking limit of three US Units per hex.
A German Tiger (tank) might appear!
German Snipers are now a separate unit and operate independently to Rifle Squads.
German Artillery usually has more than one possible location hex per map.
In the game, you will be controlling small groups of soldiers consisting of three Rifle Squads, a Machine Gun Team, a Bazooka Team, a Mortar Team, a Sniper Team and a Lieutenant, moving them around the hex maps and undertaking other orders to achieve the objective.
The Fields of Normandy XL is an accessible, portable, solitaire ""hex and counter"" style war game in a book.
12 Full colour mission maps, rules and a counter sheet are included (to be mounted on card). You will need to provide 2 six-sided dice.
Players: 1
Complexity: 2/5
Time: Around 60 minutes per mission",https://m.media-amazon.com/images/I/61CfUcwpOfL._SL1293_.jpg
1982150475,"How to Host a Game Night: What to Serve, Who to Invite, How to Play―Strategies for the Perfect Game Night",0,0,0,0,"The Fields of Normandy 2 (the sequel to The Fields of Normandy) is set in Normandy, France in 1944 and reflects loosely the conditions and situations faced by the US VIII Corps of the United States Army as it pushed inland as part of Operation Cobra. The fighting was intense and incredibly violent. German units were very well dug in and protected by artillery and mines.
In the game, you will be controlling small groups of soldiers from a platoon, consisting of three Rifle Squads, a Machine Gun Team, a Bazooka Team and a Mortar Team. As the platoon Lieutenant, it is your job to command these squads and teams in order to clear the German defensive positions.
The Fields of Normandy 2 is an accessible, portable, solitaire ""hex and counter"" style war game in a book.
12 Full colour mission maps, rules and a counter sheet are included (to be mounted on card). You will need to provide 2 or 3 six-sided dice.
Players: 1
Complexity: 2/5
Time: 45 to 60 minutes per mission",https://m.media-amazon.com/images/I/71xmsKPkg5L._SL1500_.jpg
B0BW23BT6L,The Fields of Normandy 2: A Solitaire Wargame (Mike Lambo Solitaire Book Games),0,0,0,0,"Product Description The War Of The Ring Is A Grand Strategy Board Game That Allows Its Players To Immerse Themselves In The World Of J.R.R. Tolkien’S The Lord Of The Rings And Experience Its Epic Action, Dramatic Conflict, And Memorable Characters. As The Free Peoples Player, You Command The Proud Hosts Of The Most Important Kingdoms Of The Third Age. From The Horse-Lords Of Rohan To The Soldiers Of Gondor And The Elven Lords Of Rivendell, You Lead The Defense Of The Last Free Realms Of Middle-Earth. Face The Evil Minions Of Sauron On The Field Of Battle In A Desperate Attempt To Delay Their Onslaught, While You Lead The Fellowship Of The Ring In The Quest For Mount Doom. As The Shadow Player You Lead The Hordes Of The Dark Lord And His Most Powerful Minions As They Try To Bring Darkness To Middle-Earth. Legions Of Orcs, Trolls, Wolfriders And The Dreadful Ringwraiths Await Your Command. Hunt The Ring-Bearer And Bring The Precious Ring To His Master Or Crush Your Enemies With Your Unstoppable Armies. This Is Your Chance To Forge The Destiny Of An Age From the Manufacturer The War of The Ring is a grand strategy board game that allows its players to immerse themselves in the world of J.R.R. Tolkien's The Lord of The Ringstm and experience its epic action, dramatic conflict, and memorable characters. As the Free Peoples player you command the proud hosts of the most important kingdoms of the Third Age. From the horse-lords of Rohan to the soldiers of Gondor and the Elven lords of Rivendell, you lead the defense of the last free realms of Middle-earth. Face the evil minions of Sauron on the field of battle in a desperate attempt to delay their onslaught, while you lead the Fellowship of the Ring in the Quest for Mount Doom. As the Shadow player you lead the hordes of the Dark Lord and his most powerful minions as they try to bring darkness to Middle-earth. Legions of Orcs, Trolls, Wolfriders and the dreadful Ringwraiths await your command. Hunt the Ring-bearer and bring the precious Ring to his Master, or crush your enemies with your unstoppable armies. This is your chance to forge the destiny of an age.",https://m.media-amazon.com/images/I/61LhYH4lyGL._SL1293_.jpg
1903385113,"Fantasy Flight Games Ares Games War of The Ring 2nd Edition, Multi-Colored (AGS WOTR001), 2 to 4 Players",94.41,4.8,50+ bought in past month,770,"From party games to legacy games, setting up to hosting a crowd, tabletop game expert Erik Arneson gives you the strategies you need to host an epic game night.
Break out the chips and grab a drink! With enthusiasm for tabletop games at an all-time high and exciting new board games and card games hitting Kickstarter every week, game night is more popular than ever. But there’s more to the perfect game night than choosing between classics like Scrabble and Catan or introducing friends and family to games like Ticket to Ride, Carcassonne, and Codenames. Tabletop gaming expert and experienced game night host Erik Arneson is here to help. Organizing his advice by group size, Arneson walks you through everything from selecting the right venue and snacks to managing a game library and bad attitudes, answering questions like: -How can I make the most of a small space? -Am I explaining the rules right? -What should I do if guests show up late? -How do I keep my dog from eating the pieces? -Do I have to invite Sean? Marrying the practicality of Emily Post with curated lists of games perfect for every occasion, Arneson’s humorous, down-to-earth approach will help readers everywhere navigate these fun and rewarding gatherings. Ideal for novice hosts and seasoned players alike, How to Host a Game Night is the perfect book for anyone wanting to up the ante on their hosting game.",https://m.media-amazon.com/images/I/A10eLnKuQFL._AC_SL1500_.jpg
B088D8F2K4,"Target for Today-Bombers Over The Reich, 1942 - 1945",0,0,0,0,"In response to British seizure of American ships and goods, the young United States declares war on Britain and invades Canada.  Now you and your friends command the armies of the British Redcoats, Canadian Militia, Native Americans, American Regulars and American Militia to decide the fate of the Americas. The action takes place on a huge historically accurate map that spans the United States and Canada from Detroit to Montreal.  Players from each faction cooperate to gain control of key towns and forts. Share the fun in this light and fast paced multi-player game!
1812 is an area control game that is great for head-to-head or up to 5-player team play.

The perfect introduction to historical boardgames!",https://m.media-amazon.com/images/I/61nVRhfD5NL._AC_SL1050_.jpg
